Tweet,Sentimiento
al contrario de lo que dicen los expertos pienso que omicron puede ser la vacuna de los que no se han vacunado porque no les llego o porque no quisieron si es asi la nueva variante podria ser el principio del fin de la pandemia y el inicio de la normalizacion covid,positive
el lunes me pondran la primera dosis de pfizer y yo no me pienso quitar la mascarilla hasta que no pasen dias despues de la segunda dosis de la vacuna que cada cual haga uso de la responsabilidad como crea conveniente,positive
yo me he puesto las dos dosis de pfizer de la vacuna contra el virus comunista chino ahora bien debido al numero de personas sanas que estan muriendo por fallo cardiaco y que se habian vacunado no pienso ponerme una tercera dosis yo aqui me planto,negative
con las ganas que tenia de ponerme la vacuna y ahora estoy pensando si ponermela o no el grupo de los sera vacunado con pfizer moderna o janssen si esta ultima es la elegida dire no tengo antecedentes de trombocitopenia y no pienso jugarmela asi que salud y suerte,negative
me da tanta rabia tanto que le ponen color con la vacuna para que no te mueras y estan matando a la gente comun como locos los delincuente o sea ya son peor que el covid los delincuentes es ahi donde pienso si realmente les interesa la gente,positive
yo en el tema de la vacuna ni opino porque cada quien es libre de decidir si se la pone o no pero con el tema de los niños ahi si que no pienso quedarme callada hay quienes a conveniencia agarran la convencion de los derechos de los niños,neutral
todos somos igual de importantes para recibir la vacuna por eso pienso que deberian de haber seguido la vacunacion por fases de edades como el resto de paises y ya y quienes tengan enfermedades cronicas o graves vacunarlos sin importar la edad no este desorden que hay,negative
hoy me entere de muertes y pienso que independiente de si les parece el tema de la vacuna o no es evidente que restirnigirse de salir si es sumamente necesario me incluyo,neutral
leo a mucho marica quejandose porque que en elunico aplican la vacuna de sinovac esa marea de publicaciones puede inhibir la aplicacion en quien no tiene muy claro que hacer y pienso que cualquier pieza de desinformacion que vaya contra la salud publica debe tener contestacion,positive
pregunta que pienso sobre el estudio que administrara a personas vacunadas con astrazeneca una dosis con una vacuna distinta a la no tendra potencia no generara evidencia no tendra aval de europa ema sin evidencia podremos recomendarla,negative
soy un caso de fracaso de la vacuna y aun asi pienso que es mejor vacunarse que no hacerlo fanatismo irracional valga la redundancia o no se puede decir,positive
cada que leo moderna pienso en cualquier otra cosa y no en la vacuna perdon,neutral
soy millonario sobre el papel porque no he vendido ni una sola accion ni pretendo hacerlo ya que pienso que daria un mensaje equivocado que podrian aprovechar los antivacunas asegura el padre de la vacuna de moderna,neutral
a nuestra amiga le han puesto la dosis la moderna y ella las dos anteriores fueron pfizerse levanto esta mañana con dolor de cabeza y vomito y despues se a desplomado y convulsionado,negative
chicas y personas menstruantes que se pusieron la vacuna pfizer a ustedes se le altero su ciclo menstrual,neutral
dijeron que con la lapfizer prevenia no fue cierto mintieron no que mierda estar rodeado de mentiras independientemente de que funcione o no funcione ni acababas grave ni en uci y el ceo de,negative
si yo pienso que la vacuna debe ser obligatoria yo soy un berraco o soy un comunista porque yo tengo un problema a estas alturas,positive
ayer me pusieron la era dosis de la vacuna covid me toco la astrazeneca me duele el cuerpo pero realmente eso es importante pienso que no para mi lo importante es la seguridad de saber que si enfermo voy a poder seguir cuidando de mis hijos,positive
yo pienso que que vacuna ayuda al cuerpo a generar defensas especificas y es una buena ayuda especialmente para quienes tienen un sistema inmune debillatransmision desde asintomaticos ha demostrado ser un en el hogar en el hogar,positive
pregunta que pienso sobre el estudio que administrara a personas vacunadas con astrazeneca una dosis con una vacuna distinta a la no tendra potencia no generara evidencia no tendra aval de europa ema sin evidencia podremos recomendarla,negative
siempre que pienso en la vacuna moderna digo en mi cabeza moutherna cual señora impresionada por la modernidad de los pelaos,neutral
jajaja siempre que veo eso de la vacuna moderna pienso en la pasta para sopita aguada con el mismo nombre y en sopa de rueditas con cuadritos de queso panela y limon que ricoooo jajaja,neutral
bueno ahora que lo pienso sera esa vacuna o la otra vacuna espero que sea pfizer que me lo altero y si no ya saben seran tios,positive
que pereza ustedes tan moralmente correctos jajaja pienso que la vacuna es una decision tan personal y voluntaria cada quien cree lo que quiera creer y me parece estupido que los quieran obligar o que les tiren hate por no hacerlo pero pues cada quien no,neutral
que gobierno fantoche tenemos nunca volvio la vacuna de una sola dosis de janssen de jj pero aprobaron mas sinovac ahora pienso y deseo que esa vacuna se la inyecten a todos los funcionarios despues veremos basta alpueblono,negative
alguien me explica pq uno no puede elegir que vacuna se pone en la ra dosis pq tiene que ser pfizer o astrazeneca son las que mas molestias producen pq simplemente no se puede repetir la sinovac no me pienso poner la ra,negative
tiempo de confesar que cuando escucho pfizer antes que pensar en la vacuna o en el viagra lo primero que pienso es jake gyllenhaal en esa pelicula con anne hathaway,neutral
pero anteriormente te pusieron la misma vacuna,positive
pienso que aplicar la vacuna sinovac a docentes no fue la mejor estrategia protege en un eso significa que de cada pueden enfermar y contagiar se debio aplicar pfizer,negative
veo janssen como trending topicpienso que es alguna novedad de la vacuna y resulta que es sobre un jugador de futbol,neutral
al darse cuenta moderna de que su vacuna no frenaba la infeccion como habian estudiado durante años que debia producirse es probable que por eso freno su produccion dejando que fuera pfizer quien se adelantara es lo que pienso sobre los cambios en el genoma dejo un hilo,neutral
en niños pienso que la vacuna perjudica mucho mas que beneficia ademas de las connotaciones sociales para ellos es un problema no contactar con muchas moleculas antes de ser completamente inmunocompetentes,negative
cuando pienso que solo me puse una dosis de la vacuna pero era de janssen,positive
pues la vacuna de la seleccion de futbol aunque no estoy a favor ni en contra creo que existen otros debates mas importantes y pienso que la vacuna elegida tendria que haber sido la de janssen que es una dosis me da que pensar que es la mejor,positive
esas variantes me tienen harto britanica delt india brasileña solo falta la dominicana,negative
yo no pienso vacunar hasta que no traigan que vacuna que quiero moderna,negative
cuando veo que janssen es trending pienso que es por la vacuna de covid y en realidad es por un jugador de soccer,neutral
tardamos mucho en tener datos publicados sobre la vacuna pienso que tiene que ver como se produce la ciencia en rusia,neutral
pienso que si el gobierno no puede proporcionar a los menores de cuando menos debe permitir su venta al publico,negative
a ver yo pienso que vacuna de la gripe covid mundial es una mierda,negative
me di la tercera dosis de astrazeneca y no paso nada es una astrazeneca que nos han dado desde la infancia,positive
no te preocupes el domingo me me entere que un amigo llevo a vacunar a su hijo y este se desmayo y convulsiono yo se los habia advertido,negative
atenta contra la libertad de las personas ya mi hija aun no la vacune ni que le den una vacuna ya probada,negative
y mira la vacuna para el covid puede dejar sintomas de por vida a parte pienso que no tiene efectividad mas alla de los meses,negative
la vacuna cual vacuna moderna janssen la astrazeneca,neutral
ademas hay limitaciones concretas de cadena de frio con pfizer y moderna jyj no habia sido aprobada y sinovc mucho menos,negative
yo tengo cita para el dia de junio si me van a poner la de janssen mala suerte porque me ire a casa sin vacunar si habian dicho janssen o la pfizer que pienso meter una y lo cumplan,negative
hola pia no estoy criticando ninguna vacuna excepto ironizando a la rusa eso pretendi tambien pienso vacuna o estar vacunado es mejor a no estarlo,neutral
totalmente de acuerdo si me toca vacuna y me dicen que me toca la janssen pienso negarme a vacunar,negative
pienso que la vacuna es buena y apoyo el llamado a vacunarse estoy completamente en contra de los juegos biopoliticos de organizaciones internacionales para coartar libertades esten o no equivocados los novacunados el evangelio nos llama a cuidar al enfermo y eso hare yo piensoquees buena y apoyo el llamado a vacunarse estoy completamente en contra de los juegos biopoliticos de organizaciones internacionales para coartar libertades estenono equivocados los novacunados el evangelio nos llama a cuidar al enfermo y eso hare yolavacuna,positive
deberian transparentar cuantas de las personas hospitalizadas o fallecidas en el ultimo tiempo tienen las dosis de la vacuna estamos tan mal que para el er mundo solo son placebos por a veces,negative
es muy importante la mascarilla en la calle siempre nos cruzamos con gente a menos de metro y medio yo aun estornudo involuntario,neutral
que gente mas pendeja solo deben analizar algo el virus es chino la vacuna y ya no tienen pandemia estan haciendo plata como pocos,negative
pienso que la la mato la vacuna posiblemente era alergica a alguno de los componentes y nadie le pregunto si era alergica nos tratan como a ganado,negative
estoy horrorizada de lo que estan haciendo con los jovenes al aplicar la moderna nietos tienenla ra dosis y queun dia algunos de ellos me dice tengo dolor en el brazo,negative
no quiero leer mas a mi grupo de telegram solo hablan de sinovac,negative
a mi me toco pfizer y cuando le dio covid a mi mama hermana y sobrina que les toco aztra a mi no me dio,positive
pues yo pienso que la liendra promociona la vacuna porque se ha dado cuenta que puede ser de los embajadores de la marca,neutral
en general leo tweets de personas que les da durisimo la vacuna pienso que los sintomas al aplicarla depende de cada persona me pusieron primera dosis astrazeneca y solo me duele el brazo un poco cuando lo muevo,positive
y quien sera el responsable el covid o la que piensa que vacuna hay,neutral
no es para tanto avisaron que mañana o el lunes llegan sinovac pero la gente cuando se entera se va a haber fila no vendran,negative
respeto tu punto de vista y coincido en varias partes pero yo si pienso que que la vacuna ha evitado varias muertes a como tu dices no sabemos lo que pasara en el futuro y a ciencia cierta nadie tiene seguridad de nada solo queremos evitar el virus,negative
pues yo no me voy a vacunar con ninguna todavia son experimentales y yo conejillo no soy veremos en o años las consecuencias o resultados de este estudio porq al igual la enfermedad fue creada para matar,negative
