,Tweet,Sentimiento,Tweet Limpio
3,aestahora colombia recibe dosis de vacunas de astrazeneca donadas por el gobierno de canada con las que seguiremos reforzando la vacunacion en el pais y protegiendo a la poblacion contra la covidmarianickt opsomscol germanescobarm,neutral,aestahora colombia recibe dosis vacunas astrazeneca donadas gobierno canada seguiremos reforzando vacunacion pais protegiendo poblacion covidmarianickt opsomscol germanescobarm
134,en cali mucha gente pocas dosis ya se acabo la pfizer,negative,cali gente dosis acabo pfizer
837,nos vacunamos con agua o que hptas no hay dosis de astrazeneca,negative,vacunamos agua hptas dosis astrazeneca
355,los que tenemos janssen que refuerzo nos podemos poner,neutral,janssen refuerzo
292,muchas gracias minsaludcol hoy toda mi familia esta vacunada con pfizer gran labor de los entes gubernamentales,positive,gracias minsaludcol familia vacunada pfizer labor entes gubernamentales
698,porque mezclan pfizer con astrazeneca no jueguen con la salud de la gente,negative,mezclan pfizer astrazeneca jueguen salud gente
1048,estoy seguro que mucha gente no se vacunara con sinovac por el simple hecho de que es de china deberian dejar tantos prejuicios,positive,seguro gente vacunara sinovac simple china deberian dejar tantos prejuicios
1422,algunos colombianos preocupandose por no poder entrar a europa por tomar la sinovac mientras yo desempleado pienso como pagar las cuentas del mes que viene,neutral,colombianos preocupandose entrar europa tomar sinovac desempleado pienso pagar cuentas mes viene
1511,es que tu tuit dice un monton de personas serias aumentaron la desconfianza hacia las vacunas tuiteando una preocupacion descontextualizada por sinovac y pienso si hay que preocuparse y no hay nada descontextualizado en ello,positive,tuit monton personas serias aumentaron desconfianza vacunas tuiteando preocupacion descontextualizada sinovac pienso preocuparse descontextualizado
369,no ni que fuere loco yo pa ponerme una vacuna china esa sinovac es la muerte,negative,fuere loco ponerme vacuna china sinovac muerte
1452,pienso cuando termina el dia sinovac de china donara a conmebol vacunas ccovid pienso en todos los trabajadores que salen a laburar en riesgo todos los dias la cajera del super por ejemplo y siento que el mundo es mas injusto,neutral,pienso termina sinovac china donara conmebol vacunas ccovid pienso trabajadores salen laburar riesgo cajera super ejemplo siento mundo injusto
226,mucha gente espera por moderna en ibague,positive,gente espera moderna ibague
339,que vacuna tan maluca es pfizer no hizo si no enfermarme,negative,vacuna maluca pfizer enfermarme
1432,pienso que el primero en vacunarse y con sinovac debe ser el presidente seria una muy buena señal para aquellos que descreen en la vacuna proveniente de china no importa si es un show mediatico pero el mensaje es fundamental,positive,pienso vacunarse sinovac presidente seria señal descreen vacuna proveniente china importa show mediatico mensaje fundamental
603,en las proximas semanas colombia recibira donacion de dosis de pzifer millones de dosis de sinovac por covax y la negociacion con moderna de millones de dosis total millones de dosis adicionales,neutral,proximas semanas colombia recibira donacion dosis pzifer millones dosis sinovac covax negociacion moderna millones dosis millones dosis adicionales
454,vacunas vacunas y mas vacunas ese cuento de sinovac y no se que es puro cuento viejo ya pasen de pagina que todo eso ya paso,negative,vacunas vacunas vacunas cuento sinovac puro cuento viejo pasen pagina paso
63,un año de vacunacion y nada que para la enfermedad esas vacunas pfizer sinovac y janssen si sirven o es puro cuento,negative,año vacunacion enfermedad vacunas pfizer sinovac janssen sirven puro cuento
990,"posteriormente me agende en cc mall plaza para intentar vacunarme ya que hoy se cumple mi esquema de vacunacion pero nuevamente me informan que hoy las vacunas de pfizer se acabaron muy temprano 
sectorsalud minsaludcol por ultimo sanitaseps no atiende por ninguna parte ya que hoy se cumple mi esquema de vacunacion pero nuevamente me informan que hoy las vacunas de pfizer se acabaron muy temprano",negative,posteriormente agende mall plaza intentar vacunarme cumple esquema vacunacion nuevamente informan vacunas pfizer acabaron sectorsalud minsaludcol sanitaseps atiende cumple esquema vacunacion nuevamente informan vacunas pfizer acabaron
237,mucha fiebre en general dicen los que se aplicaron la dosis de pfizer pero nada del otro mundo una reaccion normal ante cualquier analgesico,positive,fiebre general aplicaron dosis pfizer mundo reaccion normal analgesico
650,mi empresa me exige la segunda dosis de sinovac pero no hay entonces que tengo que hacer pues,negative,empresa exige dosis sinovac
112,empresas en bogota estan exigiendo esquema de vacunacion para contratar a la gente y no hay vacunas en bogota la sectorsalud publica puntos de vacunacion donde no hay varias vacunas desde hace mas de un mes astrazeneca y moderna,negative,empresas bogota exigiendo esquema vacunacion contratar gente vacunas bogota sectorsalud publica puntos vacunacion vacunas mes astrazeneca moderna
1632,todos mis amigos vacunados con pfizer y migue que es el unico con janssen se enfermo fuerte las de pfizer son buenisimas panita,positive,amigos vacunados pfizer migue unico janssen enfermo fuerte pfizer buenisimas panita
1388,la janssen no me la pienso poner para que solo me proteja de un resfriado comun que se la ponga el viejo porky media dosis en cada huevo yo ese veneno en mi cuerpo no va a entrar para nada porque a mi el sabado me dijeron que me pondrian pfizer,negative,janssen pienso proteja resfriado comun ponga viejo porky media dosis huevo veneno cuerpo entrar sabado pondrian pfizer
577,moderna es estadisticamente mas efectiva al menos eso dice los diferentes estudios,positive,moderna estadisticamente efectiva estudios
126,aguantando frio en bogota pero ya me aplicaron el refuerzo de janssen estoy feliz,positive,aguantando frio bogota aplicaron refuerzo janssen feliz
1008,en pereira donde puedo vacunarme a dosis pfizer,neutral,pereira vacunarme dosis pfizer
1425,me dieron sinovac no me pienso volver a vacunar no soy conejo de laboratorio que les pasa manga de irresponsables no averiguaron no investigaron quien miercoles se creen que somos las personas hdp ya es demasiado,negative,sinovac pienso volver vacunar conejo laboratorio pasa manga irresponsables averiguaron investigaron miercoles creen personas hdp
1324,ya estan haciendo suposiciones de que los vacunados con astrazeneca o no reciben la a dosis u otra marca no pienso ser conejillo de indias para la mezcla de vacunas hagan estudios maldita sea ya vale de ineptitud,negative,suposiciones vacunados astrazeneca reciben dosis marca pienso conejillo indias mezcla vacunas hagan estudios maldita vale ineptitud
851,me declaro fan de las vacunas pfizer,positive,declaro fan vacunas pfizer
694,asi mismo estuve yo esa vacuna moderna es mala,negative,estuve vacuna moderna mala
137,saquen las pfizer de la nevera hermano necesitamos vacunarnos,negative,saquen pfizer nevera hermano necesitamos vacunarnos
1009,que vacuna me recomiendan como refuerzo,neutral,vacuna recomiendan refuerzo
1464,no lo pienso esta en todas las paginas oficiales de las vacunassinovac pfizer astrazeneca en todas van buenas criticas,positive,pienso paginas oficiales vacunassinovac pfizer astrazeneca criticas
7,escasez de terceras dosis en medellin para hoy solo habia algo mas de todas de astrazeneca minsaludcol fruizgomez,negative,escasez terceras dosis medellin astrazeneca minsaludcol fruizgomez
502,hola buenas tardes ando buscando dosis de moderna para refuerzo,positive,hola tardes ando buscando dosis moderna refuerzo
854,las vacunas astrazeneca son seguras no coma cuento que lea en las redes sociales,positive,vacunas astrazeneca seguras coma cuento lea redes sociales
947,me fracture la pierna y no puedo estar mucho tiempo de pie existe alguna fila en alguna parte de chia para aplicarme la primera dosis de moderna,neutral,fracture pierna tiempo pie fila chia aplicarme dosis moderna
631,vacunas janssen en el area metropolitana de bogota,neutral,vacunas janssen area metropolitana bogota
929,para cuando llegan las segundas dosis de astrazeneca,neutral,llegan segundas dosis astrazeneca
1382,primero dicen tras recibir la vacuna de janssen para luego decir que los sintomas no estan relacionados si digo lo que pienso me llevan preso,negative,recibir vacuna janssen sintomas relacionados digo pienso llevan preso
407,en manizales ya estamos cansados de esperar nuevas dosis de pfizer minsaludcol por favor gestionen esas dosis es necesario facilitarle al pueblo,negative,manizales cansados esperar dosis pfizer minsaludcol favor gestionen dosis necesario facilitarle pueblo
1617,no me gusta ver a la gente poniendose vacunas moderna eso no me da buena espina ojala la gente no caiga mas en ese cuento,negative,gusta gente poniendose vacunas moderna espina ojala gente caiga cuento
357,no pierdan la oportunidad de inmunizarse estan colocando pfizer y moderna en el coliseo del pueblo,positive,pierdan oportunidad inmunizarse colocando pfizer moderna coliseo pueblo
153,"en las ultimas horas colombia recibio cerca de un millon de vacunas de moderna y astrazeneca para primeras segundas y terceras dosis 
minsaludcol",neutral,ultimas horas colombia recibio cerca millon vacunas moderna astrazeneca primeras segundas terceras dosis minsaludcol
343,hay vacunas pfizer dispobible en bogota,neutral,vacunas pfizer dispobible bogota
305,en el punto de vacunacion del aeropuerto estan poniendo janssen no hay fila sectorsalud,positive,punto vacunacion aeropuerto poniendo janssen fila sectorsalud
1487,yo quiero ver que sucede sin embargo e investigado y si toca porque caso contrario no me van ha dejar viajar voy por las vacunas,positive,quiero sucede investigado toca caso contrario dejar viajar vacunas
612,y si solo hay sinovac que,negative,sinovac
1307,pienso en ti y en lo que habrias dado por llegar a tiempo para ponerte la astrazeneca cuando nuestros miedos se ven desde el punto de vista de los ausentes todo parece frivolo,neutral,pienso habrias llegar tiempo ponerte astrazeneca miedos ven punto vista ausentes frivolo
280,feliz de estar vacunado despues de dos meses primera dosis de moderna ahora a esperar,positive,feliz vacunado meses dosis moderna esperar
1429,piensoque sinovacpuede mas que pfizer contra deltadado su mecanismo,neutral,piensoque sinovacpuede pfizer deltadado mecanismo
1607,conoce aqui los beneficios de vacunarte con sinovac los estudios han demostrado una gran eficacia de la vacuna china contra el virus,neutral,conoce beneficios vacunarte sinovac estudios demostrado eficacia vacuna china virus
1080,el alcalde puso a disposicion puntos de vacunacion pero al parecer todos siguen viniendo al centro comercial unico aviso a la comunidad que solo tienen pfizer primera dosis y sinovac segunda dosis,positive,alcalde puso disposicion puntos vacunacion parecer siguen viniendo centro comercial unico aviso comunidad pfizer dosis sinovac dosis
400,pero no les basta con nada ya todo mundo esta vacunado con pfizer y nada que nos dejan vivir normal cuanta gente quieren vacunar pues irresponsables,negative,basta mundo vacunado pfizer dejan vivir normal gente quieren vacunar irresponsables
468,lindo ya estoy vacunada ya cumplo meses con mis dosis de moderna,positive,lindo vacunada cumplo meses dosis moderna
1233,pienso que la la mato la vacuna posiblemente era alergica a alguno de los componentes y nadie le pregunto si era alergica nos tratan como a ganado,negative,pienso mato vacuna posiblemente alergica componentes pregunto alergica tratan ganado
504,el ministro fruizgomez anuncio un nuevo acuerdo del gobierno nacional con la farmaceutica moderna para la adquisicion millones de dosis de la vacuna de covid,neutral,ministro fruizgomez anuncio gobierno nacional farmaceutica moderna adquisicion millones dosis vacuna covid
534,no weon ahora resulta que la vacuna astrazeneca presenta morbilidades como efectos secundarios,negative,weon resulta vacuna astrazeneca presenta morbilidades efectos secundarios
